level_0,index,InChIKey,Solubility,SMILES,M,N_atoms,N_aroma_cycles,N_aroma_heterocycles,TPSA,logP,MP
2079,2097,FTLLYZOWBWEERE-UHFFFAOYSA-N,-5.422195668998993,CCCCCCCC(=O)OCCOC1C=CC=CC=1,264.36499999999995,43,1,0,35.53,3.9691000000000036,14.0
2081,2099,FTMSYMOBBRINAR-UHFFFAOYSA-N,-3.9207588975,CCCC(=O)OC(C)C1CCCCC1,198.3059999999999,36,0,0,26.3,3.2985000000000024,-20.0
2082,2100,FTMSYMOBBRINAR-UHFFFAOYSA-N,-3.920749874238363,CC(OC(=O)CCC)C1CCCCC1,198.30599999999993,36,0,0,26.3,3.2985000000000024,-20.0
2089,2107,FTZILAQGHINQQR-UHFFFAOYSA-N,-1.3921726183,CCCC(C)C=O,100.16099999999999,19,0,0,17.07,1.6215,-100.0
2090,2108,FTZILAQGHINQQR-UHFFFAOYSA-N,-1.3774493615,CCCC(C)C=O,100.16099999999999,19,0,0,17.07,1.6215,-100.0
2091,2109,FTZIQBGFCYJWKA-UHFFFAOYSA-N,-1.6173381449000774,CC1N=C(SC=1C)[N+]1=NC(=NN1C1C=CC=CC=1)C1C=CC=CC=1,334.42800000000005,40,2,2,47.48,3.284340000000002,195.0
2093,2111,FUBBGQLTSCSAON-UHFFFAOYSA-N,-3.43764876421948,CC(=O)OCC1CSC2C(NC(=O)C(N)C3C=CC=CC=3)C(=O)N2C=1C(O)=O,405.4320000000002,47,1,0,139.03,-0.011899999999999189,237.0
2095,2113,FUDNBFMOXDUIIE-UHFFFAOYSA-N,-5.9645864462,CC(CCC=C(C)C)C=C,138.25399999999996,28,0,0,0.0,3.5549000000000026,-80.0
2096,2114,FUDNBFMOXDUIIE-UHFFFAOYSA-N,-5.964573641253433,CC(CCC=C(C)C)C=C,138.25399999999996,28,0,0,0.0,3.5549000000000026,-80.0
2098,2116,FUJSJWRORKKPAI-UHFFFAOYSA-N,-2.903572097138863,O=C(Cl)COC1C=CC(Cl)=CC=1Cl,239.485,18,1,0,26.3,3.137600000000001,5.8
2103,2121,FUPWOFWDARMISK-UHFFFAOYSA-N,-2.202426892101779,OC(C(Cl)CC1C=CC2=NC=CC=C2C=1)N1C(=O)CCC1=O,318.76000000000016,37,1,1,70.5,1.8520999999999996,135.0
2105,2123,FUSNPOOETKRESL-UHFFFAOYSA-N,-7.421412204198653,CCCCCCCCCCCCCCCCCCNC(=O)CCCCCCCCCCCC=CCCCCCCCC,590.0780000000001,121,0,0,29.1,13.961999999999973,72.6
2108,2126,FUSUHKVFWTUUBE-UHFFFAOYSA-N,0.15434490818008,CC(=O)C=C,70.09100000000001,11,0,0,17.07,0.7614,-7.0
2114,2133,FVGANPIKNNCIKX-UHFFFAOYSA-O,-0.8991901478998767,CC[N+](CC1=CC(=CC=C1)S(O)(=O)=O)=C1C=CC(C=C1)=C(C1C=CC(=CC=1)N(CC1=CC(=CC=C1)S(O)(=O)=O)CC)C1C=CC(=CC=1)S(O)(=O)=O,749.9090000000003,88,4,0,169.35999999999999,6.054700000000005,289.0
2118,2137,FVKRIDSRWFEQME-UHFFFAOYSA-N,-6.733128222,CCCCCCCCCCCC(=O)OCCC(C)C,270.45699999999994,53,0,0,26.3,5.496600000000005,-18.5
2119,2138,FVKRIDSRWFEQME-UHFFFAOYSA-N,-6.733118030164694,CCCCCCCCCCCC(=O)OCCC(C)C,270.45699999999994,53,0,0,26.3,5.496600000000005,-18.5
2121,2140,FVLUGNOOEZYDNV-UHFFFAOYSA-N,-5.0705134819,Cc1ccc(Nc2cc(C(O)=O)c(Nc3ccc(C)cc3)cc2C(O)=O)cc1,376.4120000000001,48,3,0,98.66,5.187040000000003,326.0
2122,2141,FVLUGNOOEZYDNV-UHFFFAOYSA-N,-5.070505650521129,CC1C=CC(=CC=1)NC1=CC(=C(C=C1C(O)=O)NC1C=CC(C)=CC=1)C(O)=O,376.4120000000001,48,3,0,98.66,5.187040000000004,326.0
2123,2142,FVNFBBAOMBJTST-UHFFFAOYSA-N,-2.3943374424365835,O=C1NCC2(CCN(CCC3C=CC=CC=3)CC2)O1,260.337,39,1,0,41.57000000000001,1.8034999999999997,155.4
2124,2143,FVPIGRONLKJLKY-UHFFFAOYSA-N,-2.696203431447149,NS(=O)(=O)C1=CC(=CO1)S(=O)(=O)C1C=CC=C(O)C=1,303.317,28,1,1,127.67,0.4654000000000004,145.0
2126,2145,FVUGZKDGWGKCFE-UHFFFAOYSA-N,-4.9417913147,CC1CC2=C(CC1(C)C(C)=O)C(C)(C)CCC2,234.38299999999992,43,0,0,17.07,4.518300000000004,-20.0
2127,2146,FVUGZKDGWGKCFE-UHFFFAOYSA-N,-4.941780279793443,CC1(C)CCCC2CC(C)C(C)(CC1=2)C(C)=O,234.38299999999995,43,0,0,17.07,4.518300000000004,-20.0
2132,2152,FXFIDVQMNRVEGQ-UHFFFAOYSA-N,-7.540022015432084,CCN(CC)C1C=C2OC3=C(C#N)C(=N)N4C(=NC5C=CC=CC4=5)C3=CC2=CC=1,381.4390000000001,48,2,3,81.32000000000001,4.5842500000000035,263.4
2149,2169,FYJKEJZGNQVNLC-UHFFFAOYSA-N,-5.3115405454,CCOc1ccc(NC(=O)c2cc3ccccc3cc2O)cc1,307.34900000000005,40,3,0,58.56,4.196400000000002,220.0
2150,2170,FYJKEJZGNQVNLC-UHFFFAOYSA-N,-5.311532350663244,CCOC1C=CC(=CC=1)NC(=O)C1C=C2C=CC=CC2=CC=1O,307.34900000000005,40,3,0,58.56,4.196400000000003,220.0
2152,2173,FYMOBFDUZIDKMI-UHFFFAOYSA-N,-2.8265354685,Cc1cccc(CC(C)(C)CO)c1,178.275,31,1,0,20.23,2.556020000000001,23.8
2153,2174,FYMOBFDUZIDKMI-UHFFFAOYSA-N,-2.82652504540712,CC1C=CC=C(CC(C)(C)CO)C=1,178.275,31,1,0,20.23,2.556020000000001,23.8
2161,2182,FYRZOXZLXPDHOF-UHFFFAOYSA-N,-3.89290970873749,CSC1C=C(C=CC=1)NC(=O)OCCOC(=O)C=C,281.33299999999997,34,1,0,64.63,2.6862000000000004,53.2
2166,2187,FZCQMIRJCGWWCL-UHFFFAOYSA-N,-2.3906599281,Nc1ccc(Cl)cc1O,143.573,15,1,0,46.25,1.6278,153.0
2167,2188,FZCQMIRJCGWWCL-UHFFFAOYSA-N,-2.3906536910136102,NC1C=CC(Cl)=CC=1O,143.573,15,1,0,46.25,1.6278,153.0
2168,2189,FZDRZJNTSNLYCB-UHFFFAOYSA-N,-7.092846807313844,CCOC1C=CC2=C(OC3=C2C=CC(OCCCCC)=C3F)C=1F,334.36199999999997,44,2,1,31.6,5.831900000000004,59.4
2171,2192,FZGJMEHLUVPSFU-UHFFFAOYSA-N,-8.062478505723302,CC(=C)C(=O)OCCCCCCOC1C=CC(C=CC(=O)OC)=CC=1,346.42300000000006,51,1,0,61.83,3.931300000000003,52.25
2172,2193,FZIBCCGGICGWBP-UHFFFAOYSA-N,-1.4140004112,COC(=O)C=C(C)C,114.14399999999999,18,0,0,26.3,1.1256,-41.0
2173,2194,FZJUFJKVIYFBSY-UHFFFAOYSA-N,-3.1588329057,CC(C)(C)c1ccc(CCC=O)cc1,190.28599999999997,32,1,0,17.07,3.1156000000000024,-10.7
2174,2195,FZJUFJKVIYFBSY-UHFFFAOYSA-N,-3.1588224476188222,CC(C)(C)C1=CC=C(CCC=O)C=C1,190.28599999999997,32,1,0,17.07,3.1156000000000024,-10.7
2178,2199,FZQMJOOSLXFQSU-UHFFFAOYSA-N,0.1642130702,CN(C)CCCN1CN(CCCN(C)C)CN(CCCN(C)C)C1,342.57600000000014,66,0,0,19.440000000000005,0.6336000000000044,-90.0
2179,2200,FZQRSWHPNZTNQQ-UHFFFAOYSA-N,-2.1976817202659653,CC(C)(C)C1C=C(CCC(O)=O)C=CC=1O,222.284,34,1,0,57.53,2.7069000000000005,67.85
2183,2204,FZUGPQWGEGAKET-UHFFFAOYSA-N,-3.39961149422184,CCOC(=O)C1C=CC(=CC=1)N(C)C,193.24599999999998,29,1,0,29.54,1.9293,63.65
2188,2209,GAGWMWLBYJPFDD-UHFFFAOYSA-N,0.8005619459128056,CC(CCCCCCN)CN,158.289,33,0,0,52.04,1.4904,-25.0
2195,2216,GAODDBNJCKQQDY-UHFFFAOYSA-N,-7.3271136165,CCCCCCCCSCc1cc(C)c(O)c(CSCCCCCCCC)c1,424.76000000000033,72,1,0,20.23,8.888020000000003,14.075000000000015
2196,2217,GAODDBNJCKQQDY-UHFFFAOYSA-N,-5.3271136165,CCCCCCCCSCc1cc(C)c(O)c(CSCCCCCCCC)c1,424.76000000000033,72,1,0,20.23,8.888020000000003,14.075000000000015
2197,2218,GAODDBNJCKQQDY-UHFFFAOYSA-N,-5.327099585053766,CC1=CC(CSCCCCCCCC)=CC(CSCCCCCCCC)=C1O,424.7600000000003,72,1,0,20.23,8.888020000000001,14.075000000000015
2203,2224,GAYLOVDFGKQKCJ-UHFFFAOYSA-N,-1.0022923277,CN1COCN=C1N[N+]([O-])=O,160.13299999999998,19,0,0,80.0,-0.9993000000000001,139.875
2204,2225,GAYLOVDFGKQKCJ-UHFFFAOYSA-N,-1.0003608573,CN1COCN=C1N[N+]([O-])=O,160.13299999999998,19,0,0,80.0,-0.9993000000000001,139.875
2206,2227,GBAJQXFGDKEDBM-UHFFFAOYSA-N,-7.233491752956642,CC1C=CC=C(C=1)NC1C=CC(NC)=C2C(=O)C3C=CC=CC=3C(=O)C=12,342.3980000000001,44,3,0,58.199999999999996,4.555720000000003,148.2
2214,2235,GBFFSHZRGVVSDW-UHFFFAOYSA-N,-3.5260246468544576,CC12CCC(=O)C=C1CCC1C2CCC2(C)C1CCC2(O)C#CCO,342.4790000000001,55,0,0,57.53,3.245100000000002,202.6
2216,2237,GBHVIWKSEHWFDD-UHFFFAOYSA-N,-4.064995699577347,COC1N=C(N=C(N=1)OC)C(=O)C1C=CC=C(F)C=1N(C)S(=O)(=O)C(F)F,406.3420000000001,40,1,1,111.58000000000001,1.2474999999999998,102.8
2222,2243,GCGWWKKSGPETMI-UHFFFAOYSA-N,-4.935649635156675,CC(O)(CSC1C=CC(F)=CC=1)C(=O)NC1C=C(C(=CC=1)C#N)C(F)(F)F,398.3810000000001,41,2,0,73.12,4.197980000000001,113.0
2223,2244,GCKFUYQCUCGESZ-UHFFFAOYSA-N,-4.643689007828578,CCC12CC(=C)C3C4CCC(=O)C=C4CCC3C1CCC2(O)C#C,324.46400000000006,52,0,0,37.3,4.048700000000003,190.5
2224,2245,GCPWJFKTWGFEHH-UHFFFAOYSA-N,0.9952273665,CC(=O)CC(N)=O,101.105,14,0,0,60.160000000000004,-0.5492000000000001,53.5
2225,2246,GCQZFVAHUZIDRP-UHFFFAOYSA-N,-2.759176404522873,NS(=O)(=O)C1C=CC(=CC=1)NS(=O)(=O)C1C=CC(N)=CC=1,327.38700000000006,34,2,0,132.35,0.7169999999999999,137.0
2226,2247,GCRLIVCNZWDCDE-UHFFFAOYSA-N,-3.0713675622432257,CCCCCCCCC(=O)N(C)CC(O)C(O)C(O)C(O)CO,335.4410000000001,56,0,0,121.46000000000002,-0.36869999999999997,89.4
2228,2249,GCSCENSWKWQJQG-UHFFFAOYSA-N,-3.175292876852061,CC1=C(C#N)SC(N)=C1C#N,163.205,16,0,1,73.6,1.38208,225.13
2229,2250,GCTPMLUUWLLESL-UHFFFAOYSA-N,-2.444342695886624,C=CC(=O)OCC1C=CC=CC=1,162.188,22,1,0,26.3,1.9158,-20.0
2230,2251,GDGDLBOVIAWEAD-UHFFFAOYSA-N,-8.6134633665,CC(C)(C)c1cc(c(O)c(c1)C(C)(C)C)c2cc(cc(c2O)C(C)(C)C)C(C)(C)C,410.6420000000002,72,2,0,40.46,7.954800000000009,196.7
2231,2252,GDGDLBOVIAWEAD-UHFFFAOYSA-N,-6.8891874969,CC(C)(C)c1cc(c(O)c(c1)C(C)(C)C)c2cc(cc(c2O)C(C)(C)C)C(C)(C)C,410.6420000000002,72,2,0,40.46,7.954800000000009,196.7
2232,2253,GDGDLBOVIAWEAD-UHFFFAOYSA-N,-6.889176811773719,CC(C)(C)C1C=C(C=C(C2=CC(=CC(=C2O)C(C)(C)C)C(C)(C)C)C=1O)C(C)(C)C,410.6420000000002,72,2,0,40.46,7.9548000000000085,196.7
2233,2254,GDIIPKWHAQGCJF-UHFFFAOYSA-N,-2.182273725000808,CC1C=CC(N)=CC=1[N+]([O-])=O,152.15300000000002,19,1,0,69.16,1.48542,76.0
2240,2261,GELKGHVAFRCJNA-UHFFFAOYSA-N,-0.0945494336,CC1(C)CO1,72.107,13,0,0,12.53,0.7952,-66.1
2244,2265,GEXJJRFMEPZBNW-UHFFFAOYSA-N,-2.406922081762214,O=C(CCCl)OCCCCCl,199.07699999999997,23,0,0,26.3,2.1775,-62.0
2254,2276,GFJIQNADMLPFOW-UHFFFAOYSA-N,-3.059267334149193,CC(C)(O)C1CC(C(C)=C)C(C)(CC1)C=C,222.37199999999993,42,0,0,20.23,3.942000000000003,9.0
2259,2281,GFWVDQCGGDBTBS-UHFFFAOYSA-N,-3.923145915265771,CC(CC(C)C)CC(=O)CC(C)C,184.32299999999998,37,0,0,17.07,3.6739000000000024,-75.2
2260,2282,GGAUUQHSCNMCAU-UHFFFAOYSA-N,-0.3335720804690284,OC(=O)CC(C(CC(O)=O)C(O)=O)C(O)=O,234.15999999999997,26,0,0,149.2,-0.6625999999999994,196.11111111111111
2264,2286,GGOHHUHCISYDOX-UHFFFAOYSA-N,-5.417237981500769,CC(C)C1CCC(C)CC1OC(=O)C1=CN=CC=C1,261.365,42,0,1,39.19,3.699200000000003,-20.0
2266,2288,GGWCZBGAIGGTDA-UHFFFAOYSA-N,-2.420722462817948,CC(=O)C1=CC2C=CC(=CC=2C=C1)OC,200.23699999999997,27,2,0,26.3,3.051000000000002,108.0
2267,2289,GGXKWVWZWMLJEH-UHFFFAOYSA-N,-2.3863797169446563,CC(=O)OCC(COC(C)=O)CCN1C=NC2C=NC(N)=NC1=2,321.33700000000005,42,0,2,122.22,0.5409999999999998,103.0
2269,2291,GHBSPIPJMLAMEP-UHFFFAOYSA-N,-1.6290322311,CCCCCC1CCCC(=O)O1,170.25199999999998,30,0,0,26.3,2.6624000000000008,-27.0
2270,2292,GHBSPIPJMLAMEP-UHFFFAOYSA-N,-1.6290238596300866,CCCCCC1CCCC(=O)O1,170.25199999999998,30,0,0,26.3,2.6624000000000008,-27.0
2300,2322,GIIZNNXWQWCKIB-UHFFFAOYSA-N,-5.2645311323487975,OC1C=CC(=CC=1CO)C(O)CNCCCCCCOCCCCC1C=CC=CC=1,415.57400000000024,67,2,0,81.95,4.107400000000004,76.0
2304,2326,GJCHQJDEYFYWER-UHFFFAOYSA-N,-3.5187850322619147,[O-][N+](=O)C1=CC=C(O)C2=C1C(=O)C1=C(C2=O)C(O)=CC=C1[N+]([O-])=O,330.208,30,2,0,160.88,1.6896,296.0
2305,2327,GJCURKVOCXJAIV-UHFFFAOYSA-N,-2.207978728540376,CC1=[N+](CCCCS([O-])(=O)=O)C2=CC=C3C=CC=CC3=C2C1(C)C,345.4640000000001,47,2,0,60.21,3.561300000000003,284.1
2314,2336,GJLNWLVPAHNBQN-UHFFFAOYSA-N,-6.631883331190562,OC1C=CC(=CC=1)C(=O)OC1C=CC=CC=1,214.22,26,2,0,46.53,2.6114000000000006,173.05
2324,2346,GJSGGHOYGKMUPT-UHFFFAOYSA-N,-2.3015862249070564,C1C=CC=C2OC3=CC=CC=C3SC2=1,200.262,22,2,0,9.23,3.943500000000001,57.0
2326,2348,GJUABKCEXOMRPQ-UHFFFAOYSA-N,-2.489017526393285,COC1C=C(N=NC2=C(O)C=CC3C=CC=CC=32)C(=CC=1)OC,308.3370000000001,39,3,0,63.41000000000001,4.978000000000003,156.0
2327,2349,GKASDNZWUGIAMG-UHFFFAOYSA-N,-2.040520296,CCOC(OCC)OCC,148.202,26,0,0,27.69,1.3795,-61.0
2328,2350,GKASDNZWUGIAMG-UHFFFAOYSA-N,-2.0405148733580507,CCOC(OCC)OCC,148.202,26,0,0,27.69,1.3795,-61.0
2334,2356,GKKZMYDNDDMXSE-UHFFFAOYSA-N,-2.200993278279187,CCOC(=O)CC(=O)C1C=CC=CC=1,192.21400000000003,26,1,0,43.370000000000005,1.8225,0.0
2338,2360,GKWLILHTTGWKLQ-UHFFFAOYSA-N,-1.7726139621593875,C1COC2=CSC=C2O1,142.17899999999997,15,0,1,18.46,1.5193,11.7
2339,2361,GLAJUXBOZSWZMM-UHFFFAOYSA-N,-3.859539136806162,CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)S,412.49800000000016,54,0,0,74.6,2.7387000000000015,232.5
2344,2366,GLHIIWCTJKBGGM-UHFFFAOYSA-N,-5.790552056144328,CCCCC(CC)C1OCCN1CCOC(=O)NCCCCCCNC(=O)OCCN1CCOC1C(CCCC)CC,598.8700000000001,104,0,0,101.60000000000001,5.748600000000005,-50.0
2345,2367,GLKZGJGPYOFPKV-UHFFFAOYSA-N,-2.9098875275774243,CC1=CC=C(C=C1)S(=O)(=O)NCCCCCC(O)=O,285.36499999999995,38,1,0,83.47,1.91832,112.0
2347,2369,GLLYQJVICPAIGW-UHFFFAOYSA-N,-8.0544153113,Nc1c(OCCOC(=O)Oc2ccccc2)cc(O)c3C(=O)c4ccccc4C(=O)c13,419.38900000000024,48,3,0,125.15,3.3442000000000025,173.0
2348,2370,GLLYQJVICPAIGW-UHFFFAOYSA-N,-8.054409693870412,NC1C2=C(C(O)=CC=1OCCOC(=O)OC1C=CC=CC=1)C(=O)C1C=CC=CC=1C2=O,419.3890000000001,48,3,0,125.15,3.3442000000000016,173.0
2350,2372,GLVDLLVMSDGVDA-UHFFFAOYSA-N,-9.2195295624,CCOC(=O)OCCOc1cc(O)c2C(=O)c3ccccc3C(=O)c2c1N,371.34500000000014,44,2,0,125.14999999999999,2.3017000000000003,175.0
2351,2373,GLVDLLVMSDGVDA-UHFFFAOYSA-N,-9.219524638432745,CCOC(=O)OCCOC1C=C(O)C2=C(C=1N)C(=O)C1=CC=CC=C1C2=O,371.3450000000001,44,2,0,125.15,2.3017000000000003,175.0
2352,2374,GLVVKKSPKXTQRB-UHFFFAOYSA-N,-5.3547996853,CCCCCCCCCCCC(=O)OC=C,226.35999999999996,42,0,0,26.3,4.594000000000004,3.850000000000023
2353,2375,GLVVKKSPKXTQRB-UHFFFAOYSA-N,-5.354790171784414,CCCCCCCCCCCC(=O)OC=C,226.35999999999996,42,0,0,26.3,4.594000000000004,3.850000000000023
2355,2377,GLYGRBPLZURLDD-UHFFFAOYSA-N,-2.2360538813734974,S=C1NC=NC2N=CNC12,154.198,16,0,0,48.78,-0.7285000000000001,310.3888888888889
2356,2378,GLZNOTOAQDMKMM-UHFFFAOYSA-N,-6.894942047532632,CCOC1C=CC(C2CCC(CC2)C2CCC(CCCCC)CC2)=C(F)C=1F,392.5740000000002,66,1,0,9.23,8.024000000000006,184.5
2367,2389,GMSHJLUJOABYOM-UHFFFAOYSA-N,0.0266666229979056,OC=CC=O,72.063,9,0,0,37.3,0.25699999999999995,111.11111111111111
2368,2390,GMYUXDOQGLOIRI-UHFFFAOYSA-N,-4.598272313207303,COC1C=COC2(C)OC3C(=C4C(=N)C(N)C(=NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C)C(=O)C4=C(O)C=3C)C2=O,709.793,98,1,0,228.11999999999998,3.1102900000000018,155.0
2369,2391,GMZGDMPLWXWBQJ-UHFFFAOYSA-N,-2.8150226051302893,COC(=O)C(=NOC)C1=CC=CC=C1CCl,241.674,28,1,0,47.89,1.9488999999999999,56.8
2371,2393,GNCDUZFXTFAOBE-UHFFFAOYSA-N,-5.846955588960882,CCCCC(COC(=O)C1=CC(=C(C=C1C(=O)OCC(CCCC)CC)C(=O)OCC(CCCC)CC)C(=O)OCC(CCCC)CC)CC,703.014,120,1,0,105.20000000000003,11.17939999999999,-34.0
2372,2394,GNCOVOVCHIHPHP-UHFFFAOYSA-N,-9.1969385027,CC(=O)C(N=Nc1ccc(cc1Cl)c2ccc(N=NC(C(C)=O)C(=O)Nc3ccccc3)c(Cl)c2)C(=O)Nc4ccccc4,629.5040000000001,70,4,0,141.77999999999997,8.020400000000006,320.0
2373,2395,GNGYPJUKIKDJQT-UHFFFAOYSA-N,-5.4507770249,CCOC(=O)c1ccc(cc1)N=CN(C)c2ccccc2,282.343,39,2,0,41.9,3.659500000000002,27.0
2388,2411,GOMAKLPNAAZVCJ-UHFFFAOYSA-N,-2.4096512377,CCOC(=O)C1OC1c2ccccc2,192.214,26,1,0,38.83,1.6895999999999998,-20.0
2389,2412,GOMAKLPNAAZVCJ-UHFFFAOYSA-N,-2.4096448697676647,CCOC(=O)C1OC1C1C=CC=CC=1,192.214,26,1,0,38.83,1.6895999999999998,-20.0
2394,2417,GORMSINSWZJIKL-UHFFFAOYSA-N,-7.5521167866,CCCCC(CC)C(=O)OCC(C)(C)COC(=O)C(CC)CCCC,356.5470000000002,65,0,0,52.6,5.531800000000006,-20.0
2395,2418,GORMSINSWZJIKL-UHFFFAOYSA-N,-5.0206378696,CCCCC(CC)C(=O)OCC(C)(C)COC(=O)C(CC)CCCC,356.5470000000002,65,0,0,52.6,5.531800000000006,-20.0
2413,2436,GPKJTRJOBQGKQK-UHFFFAOYSA-N,-5.223615203183079,COC1=CC2=C(NC(C)CCCN(CC)CC)C3=CC=C(Cl)C=C3N=C2C=C1,399.96600000000007,58,2,1,37.39,5.972400000000007,248.75
2416,2439,GPMLJOOQCIHFET-UHFFFAOYSA-N,-2.4332379452,CC1CC(C)(CO1)c2ccccc2,176.25900000000001,29,1,0,9.23,2.7531000000000008,-50.0
2417,2440,GPMLJOOQCIHFET-UHFFFAOYSA-N,-2.433227687711507,CC1CC(C)(CO1)C1C=CC=CC=1,176.25900000000001,29,1,0,9.23,2.7531000000000008,-50.0
2424,2447,GPXBXXGIAQBQNI-UHFFFAOYSA-N,-2.6901270475474965,CCCS(=O)(=O)NC1C=CC(F)=C(C(=O)C2=CNC3N=CC(=CC2=3)C2C=CC(Cl)=CC=2)C=1F,489.93100000000015,51,2,2,91.92,5.544200000000004,272.0
2428,2451,GQBHYWDCHSZDQU-UHFFFAOYSA-N,-6.735856913132488,CC(C)(C)CC(C)(C)C1C=CC(=CC=1)NC1C=CC(=CC=1)C(C)(C)CC(C)(C)C,393.6590000000002,72,2,0,12.03,8.857800000000003,95.7
2429,2452,GQBHYWDCHSZDQU-UHFFFAOYSA-N,-6.5951201849,CC(C)(C)CC(C)(C)c1ccc(Nc2ccc(cc2)C(C)(C)CC(C)(C)C)cc1,393.6590000000002,72,2,0,12.03,8.857800000000003,95.7
2430,2453,GQBVHGLNSHPKPG-UHFFFAOYSA-N,-3.698734262,CCC(O)COC1CCCCC1C(C)(C)C,228.37599999999995,44,0,0,29.46,3.378800000000002,-28.5
2431,2454,GQBVHGLNSHPKPG-UHFFFAOYSA-N,-3.6987246126235767,CCC(O)COC1CCCCC1C(C)(C)C,228.37599999999995,44,0,0,29.46,3.378800000000002,-28.5
2444,2467,GRGSHONWRKRWGP-UHFFFAOYSA-N,-1.3156745209,Nc1cc(ccc1C(O)=O)[S](O)(=O)=O,217.20199999999997,21,1,0,117.69,0.2136999999999999,142.5
2447,2470,GRJRKPMIRMSBNK-UHFFFAOYSA-N,-4.2870640225,OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,364.10099999999994,27,0,0,20.23,4.107600000000001,-33.09
2450,2473,GRMDKKJYMUDEJO-UHFFFAOYSA-N,-7.3004650455,CC(=O)OCCN(CCOC(C)=O)c1ccc(cc1)N=Nc2ccc(cc2C#N)[N+]([O-])=O,439.42800000000017,53,2,0,147.48999999999998,3.8144800000000023,140.8
2451,2474,GRMDKKJYMUDEJO-UHFFFAOYSA-N,-7.30045847930652,CC(=O)OCCN(CCOC(C)=O)C1C=CC(=CC=1)N=NC1C=CC(=CC=1C#N)[N+]([O-])=O,439.42800000000017,53,2,0,147.48999999999998,3.8144800000000023,140.8
2472,2495,GSCLMSFRWBPUSK-UHFFFAOYSA-N,-0.3426031636382672,CC1CC(=O)O1,86.08999999999999,12,0,0,26.3,0.3218,-43.5
2475,2498,GSIXJEIRJVOUFB-UHFFFAOYSA-N,-2.1798872233,CCOC(=O)CC1(C)OCC(C)O1,188.22299999999998,29,0,0,44.760000000000005,1.0911,-20.0
2476,2499,GSIXJEIRJVOUFB-UHFFFAOYSA-N,-2.1798824869551603,CCOC(=O)CC1(C)OC(C)CO1,188.22299999999998,29,0,0,44.760000000000005,1.0911,-20.0
2480,2503,GSTAJFGYUDLYPB-UHFFFAOYSA-N,-2.576614684562623,CN1C(=O)C2=NC(=O)NC2N(C)C1=O,196.166,22,0,0,82.08000000000001,-0.9995,409.0
2481,2504,GSVGZXWNWOCWGJ-UHFFFAOYSA-N,-1.7823762076256102,[O-][N+](=O)C1=CC(=CC=C1)C(O)=NCC(O)=O,224.17199999999997,24,1,0,113.03,0.984,91.0
2482,2505,GSYLGDNZCGXCAQ-UHFFFAOYSA-N,-5.975101955756432,CN1C(=CC=C2C(=O)N(N=C2C)C2C=CC=CC=2)C(C)(C)C2C=C(C=CC1=2)C(=O)OC,415.4930000000002,56,2,0,62.21000000000001,4.433600000000004,227.4
2484,2507,GTBGXKPAKVYEKJ-UHFFFAOYSA-N,-6.110197784494415,CC(=C)C(=O)OCCCCCCCCCC,226.35999999999993,42,0,0,26.3,4.246400000000004,-47.0
2486,2509,GTIRDWBOUTYFQO-UHFFFAOYSA-N,-3.8375920849710288,COC1C=CC(=CC=1)C(O)CC(O)C1C=CC(=CC=1)C(C)(C)C,314.42500000000007,49,2,0,49.69,4.1498000000000035,50.35
2492,2515,GTPHVVCYEWPQFE-UHFFFAOYSA-N,-6.9097314821367934,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCS,380.16900000000004,27,0,0,0.0,5.0451000000000015,-26.0
2521,2545,GUMPYDGUYXOYML-UHFFFAOYSA-N,-3.0357806405846968,O=C1NC2=CC=CC=C2N1CCCCl,210.66399999999993,25,1,1,37.79,1.9585,114.7075
2522,2546,GUMPYDGUYXOYML-UHFFFAOYSA-N,-3.0203942687,ClCCCN1C(=O)Nc2ccccc12,210.66400000000002,25,1,1,37.79,1.9585,114.7075
2525,2549,GUPPEAFTCCFGGC-UHFFFAOYSA-N,-4.090530885721132,CC(C)CCCC(C)=CCCC=O,182.30699999999996,35,0,0,17.07,3.738100000000003,-20.149999999999977
2529,2553,GUQMDNQYMMRJPY-UHFFFAOYSA-N,0.6940172465655786,CC1(C)COCN1,101.149,18,0,0,21.259999999999998,0.3422999999999999,-67.8
2580,2604,GUVONCNNLQOJHV-UHFFFAOYSA-N,-5.766617977818345,COC1C=CC(=CC=1)OC(=O)C1C=CC(=CC=1)OCCCCC1CO1,342.3910000000002,47,2,0,57.290000000000006,3.862300000000003,78.0
2582,2606,GUVUOGQBMYCBQP-UHFFFAOYSA-N,0.8921966739,CN1CCCN(C)C1=O,128.175,21,0,0,23.55,0.3736999999999999,-22.0
2583,2607,GUYMMHOQXYZMJQ-UHFFFAOYSA-N,-2.077534074476543,CC1C=C(C=CC=1)NCC,135.20999999999998,23,1,0,12.03,2.42682,-20.5
2587,2611,GVEUEBXMTMZVSD-UHFFFAOYSA-N,-4.197940520187872,C=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,246.07199999999995,18,0,0,0.0,3.6406,-20.0
